nom;hippodrome;partants;victoires
D. BROHIER;REIMS;3;0
A. ANGOT;REIMS;2;0
J.F. SENET;REIMS;22;2
G. LANNOO;REIMS;2;0
A. DAULIER;REIMS;1;0
L. RIVENET;REIMS;1;0
MME M. HAWAS;REIMS;1;0
A. NEIRINCK;REIMS;2;0
S. LABOUTIQUE;REIMS;1;1
J.M. BERTRAND;REIMS;1;0
L. HEUZE;REIMS;1;0
B. SCHWARTZ;REIMS;1;0
D. CAILLET;REIMS;1;0
TH. HUCHEDE;REIMS;3;0
TH. LEVASSEUR;REIMS;2;0
K. PHLYPO;REIMS;1;0
A. ABRIVARD;CHARTRES;6;0
C. RAIMBAUD;CHARTRES;2;0
J.CH. PITON;CHARTRES;3;0
J.PH. MONCLIN;CHARTRES;3;3
G. GELORMINI;CHARTRES;11;1
Q. PERDEREAU;CHARTRES;2;0
PH. DAUGEARD;CHARTRES;5;0
ETIENNE DUBOIS;CHARTRES;3;1
M. KROUCHI;CHARTRES;1;0
G. COGNE;CHARTRES;2;0
A. REVEILLON;CHARTRES;2;0
MLLE C. DA COSTA;CHARTRES;1;0
A. FAVRAY;CHARTRES;1;0
TH. BIZOUX;CHARTRES;2;0
L.F. LARUE;CHARTRES;1;0
ANDREA ROUSSEL;CHARTRES;4;0
M. BEAUVAIS;CHARTRES;3;0
TH. ROULLIER;CHARTRES;2;0
W. DEVENNE;CHARTRES;1;0
MME LILAS VIEL;CHARTRES;1;0
FRANCOIS LECATHELINAIS;CHARTRES;3;0
R. ROIG-BALAGUER;CHARTRES;4;2
P. BEASSE;CHARTRES;2;0
CH. PLANCHAIS;CHARTRES;2;0
EMILIEN DUPONT;CHARTRES;1;1
ALEXANDRE CHEVRIER;CHARTRES;2;0
M. BIZOUX;CHARTRES;3;0
F. GUERINEAU;CHARTRES;2;0
E. DOUANEAU;CHARTRES;1;0
A.J. DAVID;CHARTRES;3;0
F. TABESSE;CHARTRES;2;0
G. FAVRIS;CHARTRES;3;0
J.B. LEMOINE;CHARTRES;1;0
L. BALU;CHARTRES;1;0
A. HENARD;CHARTRES;1;0
P.Y. BOUVIER;CHARTRES;1;0
M. MOURO;CHARTRES;3;0
A. CLERIN;CHARTRES;1;0
M. GRUMETZ;CHARTRES;1;0
B. BLACHET;CHARTRES;2;0
J. CERISIER;CHARTRES;1;0
T. OUVRIE;CHARTRES;1;0
J. LEHERICEY;CHARTRES;2;0
C. BEDEL;CHARTRES;2;0
CH.J. BIGEON;CHARTRES;6;0
MLLE L. DARLAY;CHARTRES;1;0
F. COPPYN;CHARTRES;2;0
DAVID RENAULT;CHARTRES;2;0
G. D'HAENENS;CHARTRES;2;0
TH. GOUJON;CHARTRES;2;0
J. PLASSAIS;CHARTRES;1;0
F. HERIVAUX;CHARTRES;3;1
A. GALLARD;CHARTRES;2;0
C. MESNIL;CHERBOURG;1;1
M. MONACO;CHERBOURG;1;0
ANTOINE TRIHOLLET;CHERBOURG;1;0
A. BLOYET;CHERBOURG;2;0
L. PITON;CHERBOURG;1;0
S. ROUSSELLE;CHERBOURG;1;0
S. HOUYVET;CHERBOURG;3;0
A. COLLETTE;CHERBOURG;3;1
L. GABORIT;CHERBOURG;4;0
S. BAUDE;CHERBOURG;4;0
Q. MICHEL;CHERBOURG;4;0
R. DELAUNE;CHERBOURG;1;0
B. LE BELLER;CHERBOURG;3;1
S. ROGER;CHERBOURG;2;0
R. LAMY;CHERBOURG;9;2
Y. SALIOT;CHERBOURG;1;0
J.M. MARIE;CHERBOURG;2;0
V. SEGUIN;CHERBOURG;1;0
MAXENCE LECOQ;CHERBOURG;2;0
J.B. LELIEVRE;CHERBOURG;8;0
CEDRIC TERRY;CHERBOURG;9;1
A. LAMY;CHERBOURG;8;1
H. LECOQ;CHERBOURG;1;0
MLLE E. KARLEN;CHERBOURG;1;0
C. LETOUZE;CHERBOURG;2;0
MLLE M. JOUIN;CHERBOURG;1;0
MME YONA HENRY;CHERBOURG;1;0
L. GUENET;CHERBOURG;3;0
LOUIS LAHOUCINE;CHERBOURG;1;0
M. LELOUTRE;CHERBOURG;1;0
M. DELORME;CHERBOURG;1;0
E. HENRY;CHERBOURG;1;0
C. MARTINE;CHERBOURG;1;0
G. BAUDOUIN;CHERBOURG;1;1
FL. BUTTIER;CHERBOURG;1;0
T. BEAUVAIS;CHERBOURG;1;0
M. LEBREC;CHERBOURG;1;0
E.M. FOURNIER;CHERBOURG;1;0
M. DURVILLE;CHERBOURG;1;0
N. COMMOY;CHERBOURG;1;0
M. CHARUEL;CHERBOURG;1;0
M. BOUREE;CHERBOURG;1;0
MLLE M. TRIHOLLET;CHERBOURG;1;0
MAXIME HAMELIN;CHERBOURG;1;0
B. MADELINE;CHERBOURG;1;0
JULIEN RENAULT;CHERBOURG;1;0
MME B. GUENET;CHERBOURG;1;0
F. DURVILLE;CHERBOURG;1;0
S. DEWULF;CHERBOURG;1;0
MME AUDREY MENAGER;CHERBOURG;1;1
MLLE A. BEAUCAMP;CHERBOURG;1;0
MME C. CHAZAL;CHERBOURG;1;0
A. LAIR;CHERBOURG;1;0
F. ROBIN;CHERBOURG;1;0
DENIS AVENEL;CHERBOURG;1;0
F. LENAULT;CHERBOURG;1;0
GUILLAUME MARTIN;CAEN;7;1
R. CONGARD;CAEN;5;0
A. COLLETTE;CAEN;33;2
A. HUBERT;CAEN;4;0
R. LAMY;CAEN;12;0
CL. DUVALDESTIN;CAEN;6;0
A. ABRIVARD;CAEN;33;5
P.CH. JEAN;CAEN;3;0
F. NIVARD;CAEN;33;2
M. LEGROS;CAEN;12;0
S.G. DUPONT;CAEN;1;0
J. TRAVERS;CAEN;7;0
ADRIEN BLANDIN;CAEN;14;0
F. DESMIGNEUX;CAEN;11;0
CL. THOMAIN;CAEN;6;0
J. VILAULT;CAEN;3;0
T. LE BELLER;CAEN;11;3
Y. LEBOURGEOIS;CAEN;63;17
P. BELLOCHE;CAEN;7;0
C. GOURGAND;CAEN;2;0
F. LECANU;CAEN;5;0
M. HERRAULT;CAEN;3;0
G. DONIO;CAEN;1;0
S. HOUYVET;CAEN;7;0
E. LELIEVRE;CAEN;2;0
J. DUBOIS;CAEN;5;0
P. HOUEL;CAEN;5;0
G. HOUEL;CAEN;3;0
O. PLACIER;CAEN;1;0
P.L. DESAUNETTE;CAEN;1;0
S. ERNAULT;CAEN;12;0
P.PH. PLOQUIN;CAEN;31;3
T. BEAUVAIS;CAEN;3;0
G. PORZIO;CAEN;1;0
C. MESNIL;CAEN;2;0
D. ARMELLINI;CAEN;1;0
G. BLANDIN;CAEN;3;0
L.M. DAVID;CAEN;20;1
CH. CLIN;CAEN;3;0
TH. CHALON;CAEN;4;0
L. TRAVERT;CAEN;4;0
S. DIEUDONNE;CAEN;2;0
L. GABORIT;CAEN;3;0
A. JANNIER;LE CROISE LAROCHE;2;0
A. GENDROT;LE CROISE LAROCHE;8;0
J.Y. RICART;LE CROISE LAROCHE;2;0
CH. DREUX;LE CROISE LAROCHE;1;0
A. ANDRE;LE CROISE LAROCHE;11;0
PH. DAUGEARD;LE CROISE LAROCHE;6;1
K. DEPUYDT;LE CROISE LAROCHE;10;0
L. GELORMINI;LE CROISE LAROCHE;6;0
MARC MOES;LE CROISE LAROCHE;7;0
D. JAVELLE;LE CROISE LAROCHE;1;0
MME H. HUYGENS;LE CROISE LAROCHE;7;0
PH. MASSCHAELE;LE CROISE LAROCHE;14;1
J.F. SENET;LE CROISE LAROCHE;10;1
L. ROELENS;LE CROISE LAROCHE;1;0
M. GILARD;LE CROISE LAROCHE;1;0
A. REBECHE;LE CROISE LAROCHE;2;0
F. CHARTIER;LE CROISE LAROCHE;1;0
CH. NICOLE;LE CROISE LAROCHE;4;0
N. D'HAENENS;LE CROISE LAROCHE;11;0
A. GARANDEAU;LE CROISE LAROCHE;12;0
A. VOISIN;LE CROISE LAROCHE;1;0
G. D'HAENENS;LE CROISE LAROCHE;9;1
N. BECQUET;LE CROISE LAROCHE;1;0
MLLE E. VALLETTE;LE CROISE LAROCHE;1;0
R. HOJKA;LE CROISE LAROCHE;2;0
H. BAUMER;LE CROISE LAROCHE;1;0
J. FROUCHART;LE CROISE LAROCHE;1;0
MLLE AURIANE MEUNIER;LE CROISE LAROCHE;1;0
A. THOLLAS;LE CROISE LAROCHE;3;0
M.J. BARCELO BISQUERRA;LE CROISE LAROCHE;14;0
F. ROCHETTE;LE CROISE LAROCHE;2;0
F. LE BRUN;LE CROISE LAROCHE;1;0
R. FEELDERS;LE CROISE LAROCHE;4;1
TH. LAMARE;LE CROISE LAROCHE;1;0
G. WILLEMS;LE CROISE LAROCHE;3;0
J. CONDETTE;LE CROISE LAROCHE;1;0
G. JOUVE;LE CROISE LAROCHE;1;0
P. BESSON;AGEN LA GARENNE;1;0
A. PEJUS;AGEN LA GARENNE;1;0
M. WEICK;AGEN LA GARENNE;3;0
M. RAHAULT;AGEN LA GARENNE;1;0
G. MARIN;AGEN LA GARENNE;2;1
CL. DUVALDESTIN;AGEN LA GARENNE;2;0
Q. MACHET;AGEN LA GARENNE;8;2
D. BARANGER;AGEN LA GARENNE;2;0
H. MONTHULE;AGEN LA GARENNE;3;0
A. DABOUIS;AGEN LA GARENNE;2;0
N. BAZIRE;AGEN LA GARENNE;4;1
GUILLAUME MARTIN;AGEN LA GARENNE;2;0
A. MILLET;AGEN LA GARENNE;1;1
CH. CHALON;CAGNES/MER;2;1
Y. LACOMBE;CAGNES/MER;2;1
E. SZIRMAY;CAGNES/MER;3;1
E. DOUANEAU;AMIENS;1;0
A. ABRIVARD;AMIENS;5;2
TH. CHALON;AMIENS;1;0
A. LAMY;AMIENS;1;0
CL. DUVALDESTIN;AMIENS;2;0
M. ABRIVARD;AMIENS;3;0
L. BAUDOUIN;AMIENS;3;0
A. COLLETTE;AMIENS;11;3
F. OUVRIE;AMIENS;26;1
A. ANDRE;AMIENS;15;2
E. RAFFIN;AMIENS;1;0
MLLE L. LEBRIEZ;AMIENS;1;0
B. LEBEY;AMIENS;3;0
J. ROUX;AMIENS;3;1
MLLE M. TRIHOLLET;AMIENS;2;0
MME P. CAVANIE;AMIENS;1;0
MATTHIEU CORBIN;AMIENS;1;0
P.M. ALLAIS;AMIENS;2;0
H. DENIS;AMIENS;1;0
A.P. HENRY;AMIENS;1;0
P. GARREAU;AMIENS;1;0
A. UNTERREINER;AMIENS;3;0
Q.B. VERNEUIL;AMIENS;3;1
M. GARCON;AMIENS;2;0
R. ROIG-BALAGUER;AMIENS;1;0
M. GOETZ;AMIENS;7;0
P. COURVAL;AMIENS;1;1
M.J. BARCELO BISQUERRA;AMIENS;5;1
G. BAUDOUIN;AMIENS;1;0
G. D'HAENENS;AMIENS;7;0
V. BALEDENT;AMIENS;1;0
V. VESCHEMBES;AMIENS;1;0
A. BOURGOIN-TIMBERT;AMIENS;1;0
MLLE A. ZABE;AMIENS;1;0
TH. VIAUD;AMIENS;1;0
CH. NICOLE;AMIENS;4;0
A. GARANDEAU;AMIENS;7;0
G.A. POU POU;AMIENS;4;0
T. SCHWARMA;AMIENS;2;1
X. THEVENET;AMIENS;3;0
P. VERVA;AMIENS;1;0
A. THOMAS;AMIENS;1;0
A. HENARD;AMIENS;2;0
DAVID LEFEVRE;AMIENS;14;1
S. BAUDE;AMIENS;2;0
F. GUERINEAU;AMIENS;5;0
M. GILARD;AMIENS;1;0
S. ROUSSELLE;AMIENS;1;0
CH. PETREMENT;AMIENS;7;0
E. DE JESUS;AMIENS;9;1
N. PIERQUIN;AMIENS;2;0
MME M.K. DUVAL;CAEN;1;0
K. ACHARD;CAEN;1;0
TH. BIZOUX;CAEN;5;0
MLLE E. KARLEN;CAEN;1;0
M. MAIGNAN;CAEN;2;1
ANDREA ROUSSEL;CAEN;1;0
M. GOETZ;CAEN;4;1
MME LEA LE GUERCH;CAEN;3;1
L. CHUPIN;CAEN;5;1
R. VILAULT;CAEN;4;1
M. VAUDOIT;CAEN;4;0
J.M. MARIE;CAEN;1;0
R. DELAUNE;CAEN;1;0
E.G. BLOT;CAEN;2;0
P.A. DELACOUR;CAEN;8;0
ARNAUD DESMOTTES;CAEN;1;0
F.P. BOSSUET;CAEN;2;0
G. FAVRIS;CAEN;2;0
P. PELLEROT;CAEN;1;0
L. JUBLOT;CAEN;2;0
A. ROUSSIN;CAEN;1;0
S. BAUDE;CAEN;15;0
R. HUE;CAEN;1;0
R. ROIG-BALAGUER;CAEN;2;0
E. MAHE;CAEN;2;0
D.M. HUE;CAEN;1;0
F. HEON;CAEN;1;0
MME E. LE BELLER;CAEN;3;0
M. IZZO;CAEN;1;0
J.PH. DUBOIS;CAEN;3;0
J.P. MAILLARD;LAVAL;1;0
R. GOUGEON;LAVAL;2;0
CH.M. BRUNEAU;LAVAL;1;0
A.G. MAILLARD;LAVAL;3;0
ALAIN ROUSSEL;LAVAL;2;0
D. DELAROCHE;LAVAL;1;0
E. CIVE;LAVAL;4;0
P. BELLOCHE;LAVAL;8;1
K. CHAMPENOIS;LAVAL;3;0
L. TRAVERT;LAVAL;1;0
G. ROIG-BALAGUER;LAVAL;1;0
N. RAIMBEAUX;LAVAL;2;0
JULIEN GRISON;LAVAL;1;0
D. BARANGER;LAVAL;2;0
L. KOUBICHE;LAVAL;1;0
A.J. DAVID;LAVAL;10;1
N. PICARD;LAVAL;3;0
PH. BOUTIN;LAVAL;1;0
J. VILAULT;LAVAL;2;0
G. HORRACH VIDAL;LAVAL;1;0
M.J. BARCELO BISQUERRA;LAVAL;1;0
TH. DUVALDESTIN;ENGHIEN;3;2
A. GENDROT;ENGHIEN;6;0
F. OUVRIE;ENGHIEN;37;0
ANTHONY DOLLION;ENGHIEN;6;0
M. LEGROS;ENGHIEN;5;0
F. LECANU;ENGHIEN;1;0
G.A. POU POU;ENGHIEN;6;1
P.PH. PLOQUIN;ENGHIEN;51;3
M. ABRIVARD;ENGHIEN;55;3
CL. FRECELLE;ENGHIEN;3;0
GUILLAUME MARTIN;ENGHIEN;12;0
A. ABRIVARD;ENGHIEN;48;8
G. PORZIO;ENGHIEN;2;0
M. VERVA;ENGHIEN;9;0
A. COLLETTE;ENGHIEN;67;2
A. BARRIER;ENGHIEN;47;6
A. ANDRE;ENGHIEN;5;1
G. GELORMINI;ENGHIEN;72;4
ARNAUD DESMOTTES;ENGHIEN;7;0
F. NIVARD;ENGHIEN;51;3
MME T. MATHIAS-MAISONNETTE;ENGHIEN;1;0
D. BONNE;ENGHIEN;24;1
M. ROTHENGATTER;ENGHIEN;3;1
A.G. MAILLARD;ENGHIEN;1;0
J. VAN RIJN;ENGHIEN;1;0
T. PARTAIX;ENGHIEN;1;0
TANGUY DEVOUASSOUX;ENGHIEN;5;0
R. LAMY;ENGHIEN;9;0
F.P. BOSSUET;ENGHIEN;3;0
CH.J. BIGEON;ENGHIEN;2;0
K. DEPUYDT;ENGHIEN;2;0
E. LELIEVRE;ENGHIEN;2;0
G. MONNIER;ENGHIEN;2;0
R. VILAULT;PONTCHATEAU;2;0
M. POTIER;PONTCHATEAU;2;0
MEWENN BOURLIER;PONTCHATEAU;1;0
P. VENTURA;PONTCHATEAU;1;0
V.M. MORIN;PONTCHATEAU;1;0
M. VAUDOIT;PONTCHATEAU;1;0
W. PLAIRE;PONTCHATEAU;2;0
MLLE J. GRAEL BOIVIN;PONTCHATEAU;1;0
L. BELLOCHE;PONTCHATEAU;2;0
T. THIEULENT;PONTCHATEAU;2;0
MLLE E. VALLETTE;PONTCHATEAU;1;0
MME L. GUARATO;PONTCHATEAU;1;0
W. FORNIGLIA;PONTCHATEAU;1;1
EMILIEN DUPONT;PONTCHATEAU;2;0
M. BEAUVAIS;PONTCHATEAU;1;0
S. GOHIER;PONTCHATEAU;2;0
A. DABOUIS;PONTCHATEAU;4;0
F. PRIOUL;PONTCHATEAU;2;0
CL. DUVALDESTIN;PONTCHATEAU;1;0
EMILIEN RAULLINE;PONTCHATEAU;5;1
J.PH. DUBOIS;PONTCHATEAU;2;0
R. BRETON;PONTCHATEAU;1;0
H. MARIE;PONTCHATEAU;2;0
J. SEVIN;PONTCHATEAU;2;0
JULIEN RAFFESTIN;PONTCHATEAU;2;0
P. BELLOCHE;PONTCHATEAU;2;0
S. BAUDE;PONTCHATEAU;2;0
J. LEBOUTEILLER;PONTCHATEAU;1;1
H. MOREL;PONTCHATEAU;2;0
JULIEN GRISON;PONTCHATEAU;1;0
TH. CONSTANS;PONTCHATEAU;2;0
CH. THIERRY;PONTCHATEAU;1;0
M. CHAMPENOIS;PONTCHATEAU;2;0
CH. DREUX;PONTCHATEAU;3;0
CEDRIC TERRY;PONTCHATEAU;1;0
A. LAVIELLE;PONTCHATEAU;1;0
G. MONTHULE;PONTCHATEAU;1;0
J. PLANCHARD;PONTCHATEAU;1;0
H. SIONNEAU;PONTCHATEAU;3;0
E. DE JESUS;PONTCHATEAU;3;0
MLLE CL. LELIEVRE;PONTCHATEAU;1;1
A.J. DAVID;PONTCHATEAU;3;0
F. NIVARD;LE BOUSCAT;5;0
Q. MACHET;LE BOUSCAT;2;0
CL. DUVALDESTIN;LE BOUSCAT;2;2
J. ASSELIE;LE BOUSCAT;1;0
CH. FEYTE;LE BOUSCAT;3;0
MLLE CL. BEILEARD;LE BOUSCAT;2;0
R. BOUVIER;LE BOUSCAT;1;0
A. FAVRIS;LE BOUSCAT;3;1
M. TIJOU;LE BOUSCAT;3;0
Y. DOUSSET;LE BOUSCAT;1;0
Q. DAOUGABEL;LE BOUSCAT;2;0
ALEXANDRE CHEVRIER;LE BOUSCAT;1;0
A. MILLET;LE BOUSCAT;2;0
S. OLIVIER;LE BOUSCAT;1;0
E. LAMY;LE BOUSCAT;2;0
B. HARDY;LE BOUSCAT;2;0
AURELIEN DESMARRES;LE BOUSCAT;3;0
J. LEROULLEY;LE BOUSCAT;1;0
C. MEGISSIER;LE BOUSCAT;1;1
L. LEGRAND;LE CROISE LAROCHE;2;0
S. BAUDE;LE CROISE LAROCHE;1;0
MLLE NOEMIE HARDY;LE CROISE LAROCHE;2;0
J.B. LELIEVRE;LE CROISE LAROCHE;3;0
DAVID LEFEVRE;LE CROISE LAROCHE;8;0
T. OUVRIE;LE CROISE LAROCHE;3;0
F. SENET;LE CROISE LAROCHE;1;0
R. BOT;LE CROISE LAROCHE;1;0
R.CH. LARUE;LE CROISE LAROCHE;2;0
J.P. MAILLARD;LE CROISE LAROCHE;2;0
G. DESPREZ;LE CROISE LAROCHE;5;0
CH. CRIADO;LE CROISE LAROCHE;5;0
O. BIZOUX;LE CROISE LAROCHE;5;1
G. LOIX;LE CROISE LAROCHE;2;0
S. FERRARA;LE CROISE LAROCHE;1;0
J. MELIS MACIAS;LE CROISE LAROCHE;3;0
L. GUENET;LE CROISE LAROCHE;2;1
ANTOINE BOUTIN;LE CROISE LAROCHE;1;0
MME A. BOURGOIN;LE CROISE LAROCHE;3;1
M. GOETZ;LE CROISE LAROCHE;10;3
M. GARCON;LE CROISE LAROCHE;3;0
A. BESCHER;LE CROISE LAROCHE;1;0
K. ACHARD;LE CROISE LAROCHE;1;0
MLLE H. GODEY;LE CROISE LAROCHE;1;0
P. VERVA;LE CROISE LAROCHE;5;0
JEAN MAXIME LESNE;LE CROISE LAROCHE;4;0
MME M. HAWAS;LE CROISE LAROCHE;1;0
MME B. GUENET;LE CROISE LAROCHE;1;0
M. BRIDAULT;LE CROISE LAROCHE;4;0
F. WASSELIN;LE CROISE LAROCHE;2;0
P. VAN POLLAERT;LE CROISE LAROCHE;6;2
A. NEIRINCK;LE CROISE LAROCHE;3;0
S. HOSTE;LE CROISE LAROCHE;5;2
S. LABOUTIQUE;LE CROISE LAROCHE;3;0
E. VAN DEN BERGH;LE CROISE LAROCHE;3;0
B. GEVAERT;LE CROISE LAROCHE;3;0
M. ABRIVARD;CAGNES/MER;9;3
Y. LEBOURGEOIS;CAGNES/MER;2;1
P. CALLIER;CAGNES/MER;2;0
P. POLIZZI;CAGNES/MER;1;0
MLLE EMILIE DUPERCHE;CAGNES/MER;1;0
S. GRISEZ;CAGNES/MER;1;1
TH. LEBOIS;CAGNES/MER;1;0
J. VAN RIJN;CAGNES/MER;1;0
T. BEAUVAIS;CAGNES/MER;2;1
N. BAZIRE;CAGNES/MER;5;0
F. FERRERO;CAGNES/MER;1;0
A. GUZZINATI;CAGNES/MER;2;0
F. NIVARD;CAGNES/MER;1;0
S. RAITALA;CAGNES/MER;1;0
MME M.K. DUVAL;CORDEMAIS;1;0
M. VAUDOIT;CORDEMAIS;1;0
DAVID RENAULT;CORDEMAIS;1;0
MME L. CHARRIAUD;CORDEMAIS;1;1
M. SAMSON;CORDEMAIS;1;0
M. MAIGNAN;CORDEMAIS;2;0
A. LAVIELLE;CORDEMAIS;1;0
G. BAUDOUIN;CORDEMAIS;1;0
B. GALLON;CORDEMAIS;2;0
J. MAILLARD;CORDEMAIS;1;0
M. BEAUVAIS;CORDEMAIS;2;0
CH. PETREMENT;CORDEMAIS;1;0
S.E. PASQUIER;CORDEMAIS;2;0
MARTIAL VIEL;CORDEMAIS;4;0
A. ANDRE;CORDEMAIS;3;0
L. BELLOCHE;CORDEMAIS;1;0
Y. DOUSSET;CORDEMAIS;1;0
ARNAUD DESMOTTES;CORDEMAIS;3;0
Y. ROBLOT;CORDEMAIS;1;0
V. SAUSSAYE;CORDEMAIS;1;0
R. GOUGEON;CORDEMAIS;1;0
E. QUITTET;CORDEMAIS;1;0
M. MONACO;CORDEMAIS;2;0
A. LENOIR;CORDEMAIS;1;0
CH. BOISNARD;CORDEMAIS;1;0
P. FERCHAUD;CORDEMAIS;1;0
A. REBECHE;CORDEMAIS;1;0
S. LE CERF;CORDEMAIS;1;0
CEDRIC TERRY;CORDEMAIS;3;0
P. BELLOCHE;CORDEMAIS;1;0
J. HOCDE;CORDEMAIS;1;0
S. RAFFEGEAU;CORDEMAIS;1;0
MLLE A. LEYSSENNE;CORDEMAIS;2;0
C. CHESNE;CORDEMAIS;1;0
TH. REBUFFE;CORDEMAIS;1;0
A. SCHNABEL;CORDEMAIS;1;0
F. BERTHAULT;CORDEMAIS;2;0
A. RAFFIN;CORDEMAIS;2;1
JULIEN RENAULT;CORDEMAIS;2;0
ST.Y. FOURNIER;CORDEMAIS;1;0
R. PELLIER;CORDEMAIS;1;0
G.Y. POIRIER;CORDEMAIS;1;0
D. FISCEL;CORDEMAIS;1;0
MME B. GUENET;CORDEMAIS;1;0
A. LAIR;CORDEMAIS;1;0
M. PRAT;CORDEMAIS;1;1
MME K. GUILLON;CORDEMAIS;1;0
G. GILLOT;FEURS;2;0
Y.A. BRIAND;FEURS;6;0
L. LAMAZIERE;FEURS;24;2
B. RUET;FEURS;23;1
Q. CHAUVE-LAFFAY;FEURS;31;3
A. GUARATO;FEURS;2;0
L. LERENARD;FEURS;2;0
A. TINTILLIER;FEURS;15;2
F.J. PELTIER;FEURS;13;0
F. BROUST;FEURS;4;0
MME T. MATHIAS-MAISONNETTE;FEURS;3;0
Q. DAOUGABEL;FEURS;4;0
G. VIDAL;FEURS;3;0
B. CHAUVE-LAFFAY;FEURS;21;1
G. BOUYER;FEURS;3;0
B. THOMAS;FEURS;7;0
C. TRIBOLET;FEURS;5;0
R. GROSBOT;FEURS;2;0
L. DURANTET;FEURS;5;0
A. GAUDIN;FEURS;2;0
A. CURY;FEURS;3;0
G. TOURON;FEURS;3;1
L. PACIFICO;FEURS;1;0
N. CORMY;FEURS;7;0
D.A. HAON;FEURS;2;0
TH. BOICHON;FEURS;1;0
E. BRIAND;FEURS;2;0
MLLE P. HERRY;FEURS;1;0
A. MEURANT;FEURS;1;0
M. LAFFAY;FEURS;4;1
MLLE E. DUMAS;FEURS;3;1
ST. CORBIN;FEURS;3;0
MME CH. MASSELON;FEURS;1;0
G. SALCUNI;FEURS;1;0
MLLE CL.A. THOMAS;FEURS;6;1
H. JAY;FEURS;2;0
MLLE M. GOBET;FEURS;6;0
E. FAVIER;FEURS;3;0
LUC DUMONT;FEURS;1;0
M.M. MUTEL;FEURS;4;0
Y. LERENARD;FEURS;3;0
D. LAPRAY;FEURS;6;0
MME V. BOUDIER-CORMY;FEURS;5;0
E. DUCHIER;FEURS;2;0
MLLE M. MARTINEAU;FEURS;3;1
TH. LEMOINE;FEURS;1;0
D. HAON;FEURS;1;0
L. VERRIERE;FEURS;14;0
MICKAEL CORMY;FEURS;3;0
L. GIRAUD;FEURS;1;0
TH. CLAIRET;FEURS;5;2
MLLE M. LAMOUR;FEURS;1;0
A. LEGRAND;FEURS;1;0
MME L. CURY;FEURS;1;0
PHILIPPE SEILER;FEURS;2;0
MME C. HUGUET;FEURS;3;1
B. CARPENTIER;LA CAPELLE;1;0
N. D'HAENENS;LA CAPELLE;12;0
DAVID LEFEVRE;LA CAPELLE;4;0
K. DEPUYDT;LA CAPELLE;14;0
MME H. HUYGENS;LA CAPELLE;4;0
M. VERVA;LA CAPELLE;47;2
J. VANMEERBECK;LA CAPELLE;15;2
D. DELAROCHE;LA CAPELLE;3;0
G. HOUEL;LA CAPELLE;1;0
F. OUVRIE;LA CAPELLE;45;5
TH. DROMIGNY;LA CAPELLE;25;3
E. HERBEAU;LA CAPELLE;11;0
E. DE JESUS;LA CAPELLE;3;0
J.CH. PITON;LA CAPELLE;8;0
D. BROHIER;LA CAPELLE;12;4
V. SOYEZ;LA CAPELLE;3;0
F. LAGADEUC;LA CAPELLE;3;2
M. GOETZ;LA CAPELLE;13;5
H. MARIE;LA CAPELLE;2;0
LAURENT VERVA;LA CAPELLE;17;0
G. LANNOO;LA CAPELLE;9;0
L. PITON;LA CAPELLE;7;1
T. PARTAIX;LA CAPELLE;1;0
A. FAVRAY;LA CAPELLE;1;0
N. PIERQUIN;LA CAPELLE;3;0
Q. LUC;LA CAPELLE;1;0
P. VERVA;LA CAPELLE;2;0
J. FROUCHART;LA CAPELLE;2;0
MLLE E. LACOMBLEZ;LA CAPELLE;1;0
EMILIEN DUPONT;LA CAPELLE;1;0
G. DESPREZ;LA CAPELLE;4;0
MLLE C. DA COSTA;LA CAPELLE;1;0
G. D'HAENENS;LA CAPELLE;15;1
S. VAN HAUWERMEIREN;LA CAPELLE;1;0
J. CONDETTE;LE MONT SAINT MICHEL;2;0
TH. DUVALDESTIN;LE MONT SAINT MICHEL;2;1
Y. LEBOURGEOIS;LE MONT SAINT MICHEL;15;6
MAXENCE DUVEAU;LE MONT SAINT MICHEL;3;0
A. PLARD;LE MONT SAINT MICHEL;1;0
D. THOMAIN;LE MONT SAINT MICHEL;13;2
ST. MEUNIER;LE MONT SAINT MICHEL;1;0
CL. THOMAIN;LE MONT SAINT MICHEL;4;0
ALEXANDRE BODIN;LE MONT SAINT MICHEL;4;0
ETIENNE DUBOIS;LE MONT SAINT MICHEL;1;0
J. CERISIER;LE MONT SAINT MICHEL;1;0
G. BLANDIN;LE MONT SAINT MICHEL;5;0
G. DONIO;LE MONT SAINT MICHEL;2;0
R. PALIERNE;LE MONT SAINT MICHEL;3;0
N. PERRON;LE MONT SAINT MICHEL;3;0
V. HEBERT;LE MONT SAINT MICHEL;1;0
G. GILARD;LE MONT SAINT MICHEL;2;0
J.CL. HALLAIS;LE MONT SAINT MICHEL;2;0
M. CONSTANTIN;LE MONT SAINT MICHEL;2;0
A.G. MAILLARD;LE MONT SAINT MICHEL;8;0
M. MOREAU;LE MONT SAINT MICHEL;1;0
P.L. DESAUNETTE;LE MONT SAINT MICHEL;3;0
PH. DAUGEARD;LE MONT SAINT MICHEL;1;1
L. TRAVERT;LE MONT SAINT MICHEL;3;0
V. BOULTAREAU;LE MONT SAINT MICHEL;2;0
T. OUVRIE;LE MONT SAINT MICHEL;9;1
R. CONGARD;LE MONT SAINT MICHEL;2;0
P. ROULLEAU;LE MONT SAINT MICHEL;1;0
